Client_ID,Address_1,Address_2,Zipcode
C00004248,8628 Smoky Hollow Ave.,,2112
C00004249,4 Hanover Street,,45173
C00004250,84 South 10th Lane,,49705
C00004251,6 Oxford Dr.,,41780
C00004252,979 Bay Street,,45011
C00004253,40 SE. Hilltop Dr.,,49874
C00004254,8681 Brickell Ave.,,2461
C00004255,25 Lower River Ave.,,46050
C00004256,538 Bellevue Ave.,,46916
C00004257,10 River Dr.,,10166
C00004258,62 Manor St.,,44135
C00004259,8318 Bedford Street,,49211
C00004260,418 North Gainsway St.,,47250
C00004261,8318 East Theatre Street,,40107
C00004262,9985 Galvin Court,,2171
C00004263,8837 Bridge St.,,43498
C00004264,9133 Garden Dr.,,42730
C00004265,87 Myers St.,,2171
C00004266,18 Branch St.,,10030
C00004267,7411 10th St.,,47889
C00004268,911 Corona Lane,,48755
C00004269,858 Williams Dr.,,48386
C00004270,8699 Fulton Avenue,,2303
C00004271,223 Gainsway Dr.,,2303
C00004272,9962 Spring Lane,,44361
C00004273,6 Sugar Dr.,,46210
C00004274,9598 S. Durham Court,,49029
C00004275,879 Indian Spring Circle,,28445
C00004276,896 Summerhouse Ave.,,43180
C00004277,73 Old York St.,,40004
C00004278,359 Liberty Rd.,,46784
C00004279,384 Cedarwood Avenue,,1111
C00004280,63 Birch Hill Rd.,,1853
C00004281,869 Galvin Drive,,49267
C00004282,397 Manor Station Avenue,,44224
C00004283,8214 Mulberry Ave.,,43420
C00004284,260 Market St.,,45291
C00004285,533 Lookout St.,,43966
C00004286,11 Wood Street,,42130
C00004287,16 Pacific Court,,49323
C00004288,8841 Ryan Avenue,,48159
C00004289,9854 Bear Hill Drive,,46738
C00004290,121 North Lexington Road,,45741
C00004291,35 Harvard Lane,,2303
C00004292,3 North Pierce Avenue,,42955
C00004293,67 West Branch Court,,45795
C00004294,9857 Colonial St.,,41899
C00004295,8629 NW. Trusel St.,,47948
C00004296,42 Addison Dr.,,2740
C00004297,24 Lawrence Street,,2741
C00004298,7041 Halifax Lane,,45406
C00004299,5 South Hillside Street,,14201
C00004300,7996 South Windsor St.,,10185
C00004301,535 Sycamore Court,,48822
C00004302,17 N. Rockledge Rd.,,46846
C00004303,5 Orange Drive,,49833
C00004304,108 E. Pine Lane,,48353
C00004305,636 Greenview Lane,,47217
C00004306,341 Rockledge Street,,44646
C00004307,79 Green Hill Dr.,,10185
C00004308,75 Mayflower Ave.,,44472
C00004309,850 Oakwood Road,,47419
C00004310,7762 La Sierra St.,,2462
C00004311,8412 Smoky Hollow Drive,,2171
C00004312,8080 Princess Drive,,44266
C00004313,290 Lexington Lane,,46528
C00004314,7700 East Court,,2303
C00004315,9611 Green Dr.,,48804
C00004316,7053 Harvey St.,,10260
C00004317,560 Market St.,,46774
C00004318,641 1st St.,,47429
C00004319,927 El Dorado Road,,49898
C00004320,479 Arlington Street,,42359
C00004321,982 Rockwell Ave.,,48505
C00004322,8912 S. Shipley St.,,42203
C00004323,7325 Fairway Lane,,41830
C00004324,820 Brickyard Street,,41675
C00004325,8163 Lafayette St.,,1853
C00004326,7558 Church St.,,10104
C00004327,8627 Foxrun Drive,,10031
C00004328,8631 Edgemont Drive,,2170
C00004329,47 Elizabeth Ave.,,43889
C00004330,28 Belmont St.,,45290
C00004331,7298 Southampton Court,,43066
C00004332,617 Paris Hill Dr.,,2742
C00004333,28 E. Rockcrest St.,,10011
C00004334,7 Tanglewood Drive,,10282
C00004335,52 High Noon St.,,49496
C00004336,894 S. Wall Rd.,,41199
C00004337,746 Ashley Street,,1610
C00004338,7254 Old Woodside St.,,49325
C00004339,53 Bayport Rd.,,2170
C00004340,504 Squaw Creek Lane,,10001
C00004341,9616 Dunbar St.,,10705
C00004342,754 Linden Ave.,,41195
C00004343,8849 Mayfair Court,,43971
C00004344,9552 SW. Gainsway Circle,,40850
C00004345,92 East Sage St.,,40099
C00004346,7395 Woodland St.,,45241
C00004347,155 North Grand Street,,42439
C00004348,807 Sunbeam St.,,47951
C00004349,8184 Bay Lane,,10008
C00004350,8962 Mayflower Lane,,10249
C00004352,930 Elizabeth Rd.,,47409
C00004353,95 East Chapel St.,,40398
C00004354,50 Greenview Lane,,43483
C00004355,21 Glenholme St.,,10173
C00004358,73 Peg Shop Drive,,41233
C00004359,22 Delaware Street,,43070
C00004360,8267 State Lane,,42909
C00004361,20 South Morris Ave.,,41192
C00004362,4 Beaver Ridge St.,,14223
C00004363,16 Kent Street,,14272
C00004364,53 Canterbury Street,,49506
C00004365,87 Edgefield Ave.,,41666
C00004367,96 Swanson Dr.,,43286
C00004368,926 Marlborough Road,,40829
C00004369,279 Oakland Dr.,,49160
C00004370,247 East 2nd Court,,2170
C00004371,944 Strawberry St.,,49129
C00004372,31 Heather Circle,,49173
C00004373,7122 Belmont St.,,1111
C00004376,3 S. Goldfield St.,,48836
C00004377,1 Manor Avenue,,1654
C00004380,9853 West Hillcrest Street,,10175
C00004381,7330 Tarkiln Hill Street,,2140
C00004382,299 E. Glen Eagles Drive,Unit 84,49225
C00004383,81 Wild Rose St.,,44624
C00004384,7232C Arlington Drive,,43103
C00004385,69 State Court,,43001
C00004386,197 Charles Ave.,,42550
C00004387,13 Maiden Ave.,,41429
C00004388,330 N. Foster Road,,49293
C00004389,9458 East Windsor Ave.,,49206
C00004390,162 Princeton Street,,41977
C00004393,6 Laurel Drive,,10080
C00004394,21 N. Manhattan St.,,49373
C00004395,8452 Elm Ave.,,44154
C00004396,9758 East Lane,,48347
C00004397,47 Second Lane,,45052
C00004398,60 Oakland Drive,,13220
C00004399,7283 Highland Road,,2720
C00004400,659 Lake Forest Circle,,48818
C00004401,7428 Clinton Court,,40869
C00004402,21 Poor House Lane,,46320
C00004403,349 East Wentworth Rd.,,40759
C00004404,7997 Paris Hill Lane,,46759
C00004405,9815 Bridle Street,,40089
C00004406,7991 Greenrose Lane,,10128
C00004407,4 Harvey Dr.,,45624
C00004408,153 N. Riverview St.,,49180
C00004409,7403 Tallwood St.,,40134
C00004410,9109 Sherman St.,,47420
C00004411,8647 4th Drive,,49593
C00004412,8809 Mulberry Street,,49506
C00004413,365 Trusel Street,,46929
C00004414,84 Sutor Rd.,,14267
C00004415,746 Roberts Street,,40568
C00004416,24 Indian Summer Circle,,44160
C00004417,7550 Marlborough Ave.,,10176
C00004418,3 Queen Ave.,,45038
C00004420,997 Helen Street,,1853
C00004421,62 East Arnold Street,,10080
C00004422,189 Brickell St.,,10705
C00004423,570 Iroquois St.,,48736
C00004424,8542 E. Pendergast Road,,49338
C00004425,889 West Clay Ave.,,42815
C00004426,53 Boston Dr.,,40866
C00004427,7137 W. Wentworth Circle,,46676
C00004428,35 E. Pumpkin Hill St.,,46040
C00004429,44 Magnolia St.,,43899
C00004430,616 Newport Lane,,49151
C00004431,991 Redwood Ave.,,2303
C00004432,504 Glen Ridge Dr.,,10041
C00004433,58 Glenholme Drive,,10199
C00004434,718 Valley Farms Street,,42230
C00004435,6 Trout Ave.,,46926
C00004436,9231 Brown Street,,42863
C00004437,351 Boston Street,,47631
C00004438,689 Logan Street,,45872
C00004439,4 Somerset Lane,,48050
C00004440,57 Sycamore Street,,48377
C00004441,83 Walnutwood St.,,42655
C00004442,52 E. Honey Creek Lane,,48845
C00004444,7 Circle St.,,13220
C00004445,179 Shipley St.,,13220
C00004446,8375 S. Maple Drive,,2144
C00004447,520 S. Fairway Street,,2144
C00004448,9487 Riverview Court,,49846
C00004449,88 Wild Horse Dr.,,45006
C00004450,390 Summerhouse Rd.,,46332
C00004451,8013 Canal Avenue,,14265
C00004452,539 Orange Rd.,,41038
C00004453,713 East Carson St.,,2720
C00004454,8926 Lantern Street,,2720
C00004455,8791 Clay St.,,48477
C00004456,883 Beech Avenue,,47384
C00004457,987 N. Tower Rd.,,10111
C00004458,7258 Jockey Hollow Street,,45668
C00004459,949 Griffin Dr.,,10104
C00004460,788 Newbridge St.,,10261
C00004461,385 Broad Drive,,49647
C00004462,43 Country Rd.,,10249
C00004463,922 Rocky River Lane,,10705
C00004464,9607 Greenview Street,,45186
C00004465,96 Parker Rd.,,40830
C00004466,8743 Old Glenridge Court,,14607
C00004467,45 Tanglewood Lane,,41761
C00004468,481 Goldfield Road,,42623
C00004469,9205 Jones Street,,40459
C00004471,235 S. Lantern Ave.,,44919
C00004472,9848 Del Monte Street,,48418
C00004473,9 Country Club Street,,10153
C00004474,53 South Street,,46773
C00004476,474 Pine Avenue,,43076
C00004477,7334 E. Albany Drive,,48785
C00004478,7700 Cedar Swamp Court,,43727
C00004479,8146 Bridgeton St.,,47144
C00004480,9547 Atlantic Dr.,,40013
C00004481,8023 Lantern Drive,,10153
C00004482,709 North Vine Lane,,2140
C00004483,7744 Hill Field St.,,47602
C00004484,14 W. Victoria Dr.,,44710
C00004485,7513 Hudson Court,,47517
C00004486,206 Fulton Ave.,,42446
C00004487,668 E. Highland Court,,45164
C00004488,16 Chapel Ave.,,41233
C00004489,8106 NE. Atlantic St.,,10705
C00004490,323 Maple St.,,10705
C00004491,7376 High Noon St.,,43546
C00004492,682 Court Street,,43936
C00004493,7184 East Littleton Drive,,46797
C00004494,553 Dogwood Ave.,,45833
C00004495,7 Edgewater Rd.,,41739
C00004496,9773 East Southampton Ave.,,45953
C00004497,642 Big Rock Cove St.,,43023
C00004498,40 Randall Mill Court,,48653
C00004499,801 Homewood Ave.,,40990
C00004500,703 Victoria St.,,47258
C00004501,42 Carson Ave.,,41567
C00004502,8265 Oakland Ave.,,45089
C00004503,2 Alton Rd.,,42467
C00004504,389 King Ave.,,46564
C00004505,708 East Edgefield St.,,47207
C00004506,7671 Rock Creek Lane,,48298
C00004507,915 Hill Ave.,,10041
C00004508,9041 Linda Ave.,,40386
C00004509,596 Fairway Court,,40375
C00004510,96 South Golden Star Ave.,,46316
C00004511,83 Columbia Circle,,1111
C00004512,21 Peninsula St.,,10006
C00004514,603 Sycamore Street,,2464
C00004515,995 Shadow Brook Street,,2170
C00004516,76 Taylor Drive,,10012
C00004518,94 Hill Field Ave.,,41372
C00004519,747 Pheasant Street,,43734
C00004520,27 S. Oak Valley Circle,,10120
C00004521,8653 Tailwater Drive,,10036
C00004522,550 Newport Street,,49933
C00004523,478 Hudson Road,,48289
C00004524,9548 Mechanic Street,,13220
C00004525,9449 Manhattan Ave.,,13220
C00004526,7102 Airport Lane,,48152
C00004527,87 E. Homewood St.,,10199
C00004528,7805 West Alton Road,,40546
C00004529,989 Marconi Drive,,49250
C00004530,8014 Mill Pond Drive,,46351
C00004531,8359 Hawthorne Dr.,,43900
C00004532,183 Walt Whitman Street,,46586
C00004533,8197 North Oxford Street,,42891
C00004534,8203 S. Mayflower Street,,42848
C00004535,7412 Myrtle Ave.,,10104
C00004536,8798 East Constitution Dr.,,45359
C00004539,77 Linda Dr.,,1853
C00004540,31 Glen Eagles Road,,1840
C00004541,48 Carson Ave.,,43498
C00004542,8564 South La Sierra St.,,46048
C00004543,499 Ocean Street,,10121
C00004544,9095 Wrangler Drive,,42404
C00004545,931 Wall Ave.,,48873
C00004546,86 Shore Street,,47193
C00004547,884 Sunset Street,,2119
C00004548,382 James Street,,49249
C00004549,997 John St.,,45378
C00004550,391 Carriage St.,,43762
C00004551,8180 Griffin Ave.,,1905
C00004552,9704 Glenlake Street,,1905
C00004553,718 Tunnel Drive,,10122
C00004554,3 Meadow Ave.,,48707
C00004555,61 North Heather Street,,47149
C00004556,834 University St.,,46402
C00004557,8332 E. Elizabeth Lane,,43075
C00004558,44 Thompson Road,,42572
C00004559,8467 S. Marshall Court,,45340
C00004560,7 Walt Whitman Road,,2127
C00004561,9274 S. Middle River Avenue,,47641
C00004562,10 Olive Road,,47892
C00004563,60 W. Manhattan Drive,,49264
C00004564,36 West Pin Oak Lane,,48144
C00004565,59 Pilgrim St.,,44241
C00004567,7515 Glenlake Avenue,,45441
C00004568,75 Morris St.,,48962
C00004569,543 Myrtle Road,,45242
C00004570,9 Birchwood Dr.,,10002
C00004571,9421 Fairground Ave.,,10155
C00004572,7007 Bedford Lane,,49224
C00004573,718 Mulberry St.,,41030
C00004574,416 Saxton Dr.,,41747
C00004575,120 Newbridge Drive,,48137
C00004576,62 Beech Avenue,,41402
C00004577,84 Bridle Street,,46374
C00004578,592 Primrose Drive,,40724
C00004579,80 Locust St.,,43070
C00004580,690 N. Middle River St.,,40348
C00004581,8026 Summerhouse Street,,10017
C00004582,4 Highland Ave.,,43545
C00004583,7785 Aspen Rd.,,2720
C00004584,9285 Tower Street,,41077
C00004585,95 Van Dyke St.,,2126
C00004586,90 Gregory Circle,,2228
C00004587,16 Thompson Court,,40210
C00004588,96 Rockville St.,,47176
C00004589,24 Birchpond Drive,,47888
C00004590,29 Pennsylvania St.,,10129
C00004591,8031 East Arlington Street,,45018
C00004592,4 Pendergast Ave.,,10118
C00004593,326 Bank Street,,44711
C00004594,795 Windfall Ave.,,10279
C00004595,9344 Surrey Ave.,,10008
C00004596,431 Summit St.,,47630
C00004597,317 Mill Pond Drive,,10114
C00004598,689 Glenlake Road,,41195
C00004599,29 Hill Field Street,,48132
C00004600,64 Beach St.,,42520
C00004601,8823 Silver Spear Dr.,,10281
C00004602,9563 Miller Ave.,,10163
C00004603,99 Squaw Creek Street,,1840
C00004604,8705 W. Magnolia Street,,47204
C00004605,55 Anderson Drive,,44377
C00004606,320 Surrey Street,,48301
C00004607,98 Woodside Circle,,40958
C00004608,580 Illinois Street,,48447
C00004609,9960 Wood St.,,42281
C00004610,38 Honey Creek Drive,,40590
C00004611,598 Shub Farm Ave.,,10014
C00004612,679 Westminster Lane,,45141
C00004615,831 Pine St.,,2140
C00004617,6 Sunbeam Dr.,,42262
C00004618,805 Hillside Lane,,47943
C00004619,206 West Bow Ridge Street,,13220
C00004620,617 Heritage Lane,,40539
C00004621,61 E. Myrtle Ave.,,46880
C00004622,88 Hillcrest Drive,,14225
C00004623,2 SW. Chestnut Road,,47888
C00004624,439 W. Golden Star Ave.,,1614
C00004625,8 Peninsula St.,,1615
C00004626,7505 Homewood Street,,48858
C00004627,834 Crescent Drive,,10025
C00004628,21 Bridgeton Road,,10010
C00004629,9536 Old Clark Ave.,,10705
C00004630,8488 Second Court,,10705
C00004631,231 Carriage St.,,47392
C00004632,532 Hawthorne Ave.,,10019
C00004633,934 East Highland Dr.,,47426
C00004634,1 S. Galvin St.,,47185
C00004635,4 Oklahoma Lane,,47702
C00004636,58 E. Roberts Ave.,,1603
C00004637,7068 Woodsman Street,,2720
C00004638,95 East Harvard Road,,45755
C00004639,23 Arch Ave.,,47237
C00004640,422 Wintergreen Street,,14608
C00004641,9752 S. Lyme Ave.,,42790
C00004642,27 East Pierce St.,,44831
C00004643,814 Fieldstone St.,,10024
C00004644,587 4th Street,,41954
C00004647,9499 E. Pleasant St.,,40202
C00004648,8778 Tunnel Lane,,46353
C00004649,5 Catherine Court,,46997
C00004650,441 Olive Court,,43025
C00004651,7350 Thatcher Road,,48387
C00004652,939 Honey Creek Street,,45956
C00004653,66 Buttonwood Drive,,42226
C00004654,8718 Heritage Street,,42523
C00004655,492 Stillwater St.,,43952
C00004656,448 River St.,,10169
C00004657,7405 Johnson St.,,40410
C00004658,64 Philmont St.,,47358
C00004659,8761 Iroquois Ave.,,14228
C00004660,74 West Branch Street,,1905
C00004661,570 George Ave.,,10031
C00004662,824 West Oak Valley Street,,10173
C00004663,9634 Princeton Dr.,,46143
C00004664,109 Lookout Street,,44079
C00004665,8399 1st Lane,,2241
C00004666,34 W. Brown Rd.,,2222
C00004667,764 Military Circle,,45729
C00004668,7662 Longbranch Road,,47678
C00004670,363 NW. King Court,,1111
C00004671,9718 Jefferson Ave.,,1111
C00004672,526 Paris Hill Ave.,,43423
C00004673,9886 Ridge Drive,,1840
C00004674,726 Whitemarsh St.,,2170
C00004675,7 Lincoln Street,,40696
C00004677,307 South Constitution Dr.,,44996
C00004678,69 Talbot Street,,41132
C00004679,8714 Cottage Street,,48806
C00004680,9466 Illinois St.,,46726
C00004681,8936 Overlook St.,,10044
C00004682,4 Smith Store St.,,10034
C00004683,12 Ivy St.,,1119
C00004684,793 Bellevue Lane,,10107
C00004685,94 Main Street,,48980
C00004686,64 4th Avenue,,42532
C00004687,416 San Carlos Road,,47605
C00004688,8136 Courtland Dr.,,43391
C00004689,7786 Windsor Ave.,,14264
C00004690,6 Wayne Drive,,45342
C00004691,7524 South Stillwater Ave.,,46646
C00004692,265 Woodland Ave.,,10702
C00004693,7248 Stillwater Drive,,45962
C00004694,16 E. Ridgeview Dr.,,40663
C00004695,8707 Wild Horse Lane,,43486
C00004696,74 Riverview St.,,41545
C00004697,7935 E. William Court,,48207
C00004698,27 Johnson Court,,48155
C00004699,155 S. Queen Ave.,,44186
C00004700,193 Anderson St.,,42930
C00004701,7410 Nicolls Ave.,,45680
C00004704,8845 Lower River Rd.,,47433
C00004705,8543 Pilgrim Lane,,10151
C00004706,9026 Hickory Street,,2303
C00004707,66 E. Baker Ave.,,2304
C00004708,1 West Surrey St.,,43042
C00004709,486 Union St.,,49000
C00004710,5 Westport Avenue,,45587
C00004711,912 Coffee St.,,44966
C00004712,8821 W. Delaware Ave.,,47212
C00004713,7037 Pierce Rd.,,48067
C00004714,351 North Lake Lane,,45890
C00004715,5 Joy Ridge Ave.,,49698
C00004716,9 Brickell Street,,45291
C00004717,306 Shadow Brook Dr.,,48151
C00004718,69 Locust Drive,,49995
C00004719,7392 Morris Lane,,40938
C00004720,270 Philmont St.,,45150
C00004721,9851 SE. Bowman Street,,2464
C00004722,12 Young Court,,42964
C00004723,14 Ridgewood St.,,10174
C00004724,1 North Tunnel Court,,41941
C00004725,430 Cooper Dr.,,42227
C00004726,55 Devon Ave.,,47040
C00004727,8848 Bohemia Ave.,,47839
C00004728,7511 Strawberry Circle,,46795
C00004729,400 Baker Street,,42176
C00004730,9726 South Sunnyslope Dr.,,43780
C00004731,7299 Cobblestone St.,,47440
C00004732,38 Hudson Court,,44507
C00004733,246 Bayberry St.,,10016
C00004734,5 King Dr.,,46154
C00004735,38 South Drive,,45580
C00004736,9401 Addison Ave.,,2140
C00004737,73 SW. Trusel Dr.,,40962
C00004739,141 West Spring Ave.,,46543
C00004740,776 High St.,,46023
C00004741,86 S. St Margarets Ave.,,42576
C00004742,152 North Pendergast Street,,2720
C00004743,8421 Henry Smith St.,,2720
C00004744,9116 Brookside Street,,48450
C00004745,113 Roosevelt St.,,48089
C00004746,8997 South Bowman Street,,42457
C00004747,48 Riverview Dr.,,10702
C00004748,4 Myrtle Ave.,,10702
C00004749,1 N. Bald Hill Drive,,2743
C00004750,7895 Smoky Hollow Dr.,,44052
C00004751,9825 Gainsway St.,,41894
C00004752,137 Overlook Ave.,,49849
C00004753,715 East Dr.,,40189
C00004754,209 Chestnut St.,,46467
C00004755,31 Lawrence Street,,2144
C00004756,30 Edgewater St.,,49524
C00004757,679 N. New Saddle Ave.,,46214
C00004758,7337 Wentworth St.,,14241
C00004759,13 Leatherwood Drive,,14261
C00004760,274 Pacific St.,,45031
C00004761,6 Sierra Ave.,,46758
C00004762,12 North Saxon Lane,,10702
C00004763,57 S. Devonshire Street,,13220
C00004764,8101 Fairview Ave.,,42809
C00004765,39 El Dorado St.,,1604
C00004766,687 North Armstrong Road,,46258
C00004767,41 High St.,,49373
C00004768,787 Arnold Ave.,,10003
C00004769,8383 Halifax St.,,47097
C00004770,496 Bridge St.,,45305
C00004771,9702 Penn St.,,42994
C00004772,7219 N. Overlook Street,,46642
C00004773,11 Magnolia Street,,41814
C00004774,8060 Greystone St.,,2170
C00004775,5 E. Bradford Rd.,,2170
C00004776,761 Ivy St.,,10106
C00004777,6 Ohio Road,,41654
C00004778,8757 West Pierce Dr.,,45941
C00004779,183 Miles St.,,44624
C00004780,562 Mayflower St.,,40921
C00004781,714 Bayberry Ave.,,2196
C00004782,299 Bridge Street,,48613
C00004783,8141 Thompson St.,,43145
C00004784,8662 State Avenue,,45998
C00004785,99 Foxrun St.,,46795
C00004786,26 Riverview Street,,40642
C00004787,531 North Lakeshore Ave.,,42991
C00004788,65 County Street,,49050
C00004789,7150 NE. Devonshire Court,,48228
C00004790,843 Snake Hill Ave.,,14609
C00004791,7350 Anderson Lane,,1128
C00004792,782 Edgewood Ave.,,40207
C00004793,53 Military Court,,1853
C00004794,4 Lake Forest Avenue,,46299
C00004795,6 N. Buttonwood St.,,49864
C00004796,457 Cherry St.,,42041
C00004797,412 Kirkland Street,,2170
C00004798,1 Rose St.,,44026
C00004799,8920 Rockledge Ave.,,14604
C00004800,722 College Court,,14605
C00004801,596 Winding Way Ave.,,42068
C00004802,96 Birchwood Street,,14606
C00004803,653 Court Ave.,,44778
C00004804,4 Blackburn Street,,1119
C00004805,7028 Penn Court,,10281
C00004806,76 Westport Ave.,,43636
C00004807,9706 Sugar Street,,41331
C00004808,9375 Ocean Street,,45763
C00004809,7776 Pennington St.,,49693
C00004810,9731 SE. Amerige Dr.,,47252
C00004811,572 Bay Drive,,13220
C00004812,609 Indian Spring St.,,10260
C00004813,863 Sunset Ave.,,47454
C00004814,919 Wild Horse Avenue,,41444
C00004815,44 North Market Court,,45904
C00004816,3 Pineknoll Lane,,43940
C00004817,17 W. Amerige Street,,42725
C00004818,9344 North Sleepy Hollow Drive,,10055
C00004819,894 Campfire Ave.,,43632
C00004820,557 University Lane,,44062
C00004821,25 Arrowhead Drive,,46325
C00004822,7331 W. Wrangler St.,,42566
C00004823,948 Vermont St.,,46243
C00004824,10 Bridle St.,,46128
C00004826,97 South Cardinal Dr.,,43767
C00004831,7884 Creekside Ave.,,45643
C00004832,231 Broad St.,,2140
C00004833,149 Rockcrest St.,,43079
C00004836,20 Hillcrest St.,,35747
C00004837,7162 Crescent Circle,,2140
C00004853,9782 East Birch Hill Street,,2304
C00004861,93 Schoolhouse Dr.,,2744
C00004862,9549 West Wellington Ave.,,10016
C00004863,785 Bohemia St.,,10173
C00004877,7496 Monroe St.,,41799
C00004882,117 Canal Lane,,42341
C00004886,7917 Adams St.,,47484
C00004892,392 Glendale Dr.,,44497
C00004901,13 Pacific Street,,42547
C00004904,13C N. Gates St.,,46279
C00004906,275 Shore Street,,48005
C00004907,8821 Randall Mill Drive,,42390
C00004915,261 Bridle Road,,41797
C00004916,60 Pin Oak St.,,48194
C00004918,121 Windsor Street,,41811
C00004919,9883 Studebaker Ave.,,39929
C00004923,76 Squaw Creek Dr.,,43379
C00004925,464 South Beaver Ridge Avenue,,42296
C00004927,9 Oklahoma Ave.,,45418
C00004928,388 3rd Drive,,2129
C00004929,33 South St.,,49046
C00004930,164 Oakwood St.,,10022
C00004937,8015 Gainsway St.,,44639
C00004941,8143 East Bridge Court,,1905
C00004942,614 Market Court,,42590
C00004944,302 Hamilton Circle,,2304
C00004949,52 N. Van Dyke St.,,44819
C00004956,7995 Glen Creek Lane,,48875
C00004959,92 Hamilton St.,,13220
C00004961,1 Pennsylvania Lane,,45338
C00004968,7557 Border St.,,14270
C00004969,7190 Park St.,,47668
C00004972,9549 Ketch Harbour Court,,47587
C00004974,8696 2nd St.,,44930
C00004975,981 Laurel Street,,42319
C00004976,4 Glenholme St.,,47003
C00004979,96 Country St.,,44360
C00004989,9149 East Lawrence Ave.,,41764
C00004992,6 West Studebaker St.,,1853
C00004993,8824 Cobblestone St.,,10162
C00004994,16 North Hilltop Ave.,,10024
C00005002,8850 South New Drive,,2464
C00005010,6 North 10th St.,,47597
C00005012,8 E. Thorne St.,,48999
C00005013,8348 Trout Dr.,,10028
C00005016,708 N. Winchester Court,,10012
C00005028,9694 W. Amherst Drive,,42224
C00005030,9167 Magnolia Street,,10113
C00005046,9050 North Indian Summer St.,,10163
C00005050,919 West Walnut Lane,,49343
C00005056,9383 Ketch Harbour Ave.,,47148
C00005067,284 Piper Lane,,46860
C00005072,19 Hickory Ave.,,10035
C00005081,8879 Marlborough St.,,10161
C00005093,56 High St.,,1853
C00005107,98 Lincoln Avenue,,14204
C00005108,7914 School Dr.,,14267
C00005111,650 E. El Dorado Ave.,,14276
C00005117,79 North Cardinal Street,,45487
C00005126,9 Rosewood Drive,,44171
C00005127,940 Miller Rd.,,43739
C00005128,8870 Hudson Ave.,,44261
C00005132,7614 South Liberty Dr.,,1128
C00005133,9329 Cypress Street,,43398
C00005134,80 Parker St.,,2304
C00005137,559 Miles Lane,,49963
C00005138,66 Nichols St.,,46283
C00005141,64 North Grand Avenue,,45506
C00005143,973 E. Lexington St.,,13220
C00005144,8745 Ocean Drive,,13220
C00005145,37 Forest Ave.,,45798
C00005149,139 Gulf St.,,45524
C00005152,52 Ivy Street,Unit 1C,43853
C00005159,224 Birch Hill Lane,,42323
C00005163,9 Garfield St.,,49492
C00005164,7672 Smoky Hollow St.,,2129
C00005171,8368 SW. Laurel St.,,43769
C00005175,697 Golden Star Court,,44049
C00005180,78 La Sierra Drive,,10043
C00005189,7327 Cleveland Lane,,43381
C00005200,49 Bowman Ave.,,40126
C00005201,579 Bradford St.,,48009
C00005203,854 E. 3rd Ave.,,2721
C00005204,470 Rose Circle,,48947
C00005212,12 Buttonwood St.,,40185
C00005213,728 Wakehurst Ave.,,10090
C00005214,7 Gulf Street,,49774
C00005215,41 Oakland Dr.,,40271
C00005217,87 Creek St.,,41087
C00005223,39 York Ave.,,49509
C00005224,823 Fulton Ave.,,40035
C00005232,29 Primrose Ave.,,40478
C00005233,19 E. Hartford Lane,,47563
C00005236,716 Old York St.,,41813
C00005237,74 Marvon Lane,,10116
C00005240,128 Ridgeview Avenue,,40879
C00005241,868 Crescent Dr.,,49656
C00005243,7304 Sunnyslope Lane,,45623
C00005245,141 Nicolls Ave.,,48178
C00005246,34 Oak Valley Dr.,,40932
C00005247,535 N. Marconi Ave.,,49446
C00005249,337 Lakeshore Ave.,,44853
C00005253,819 West Beacon Dr.,,1840
C00005254,189 Wentworth Dr.,,1840
C00005263,7914 Thorne Street,,10118
C00005273,208 Oak Valley Ave.,,44661
C00005275,85 King Road,,49967
C00005277,31 Mountainview Street,,42866
C00005281,38 Lookout St.,,47932
C00005283,7066 Lakeshore St.,,48755
C00005284,32 Colonial Drive,,1119
C00005287,943 South Edgefield Street,,13220
C00005308,9773 Old York Ave.,,47523
C00005312,560 Tanglewood Dr.,,2144
C00005313,2 Tower Dr.,,2144
C00005318,973 Westminster St.,,41321
C00005319,430 William St.,,48369
C00005320,61 Whitemarsh Ave.,,42117
C00005321,254 Tanglewood St.,,40970
C00005322,8333 South Dr.,,48707
C00005323,478 Schoolhouse St.,,41776
C00005325,8270 Beaver Ridge St.,,40219
C00005326,7798 Fordham St.,,48599
C00005333,27 Princeton Road,,42004
C00005334,8079 North Lookout Dr.,,1601
C00005337,81 Broad Lane,,10055
C00005338,20 South Glenlake Dr.,,10007
C00005347,472 Old York Street,,41569
C00005352,2 East Trusel Lane,,42077
C00005353,932 Sunset Street,,1602
C00005354,8796 Proctor Lane,,49492
C00005358,21 Greenrose Ave.,,42354
C00005362,7209 County St.,,43825
C00005364,69 E. Pacific St.,,44810
C00005365,701 Paris Hill St.,,46213
C00005366,21 South Edgefield St.,,1905
C00005367,9471 Valley View Ave.,,1905
C00005374,44 Young Drive,,48458
C00005376,8502 Bohemia Road,,45127
C00005379,8738 Acacia Circle,,1905
C00005384,14 Pendergast St.,,49723
C00005385,999 Winding Way Street,,45369
C00005389,299 South Princess Court,,40792
C00005392,86 Sugar St.,,40387
C00005393,87 Pacific Drive,,44575
C00005395,637 E. Willow St.,,45862
C00005397,252 Arrowhead St.,,45867
C00005398,9436 Ann St.,,40179
C00005399,9392 Cottage Ave.,,46313
C00005402,338 Piper Rd.,,44065
C00005404,41 Somerset Court,,2304
C00005409,1 Theatre Ave.,,43341
C00005413,61 S. Meadowbrook Street,,49852
C00005420,66 Pumpkin Hill Road,,2721
